Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Solar,GW,0.006278539,0.073,16.18195575,32.91788428,38.84370334,38.73701528,44.57241756,46.70009175,45.8849435,47.98961449,53.82514678
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Solar|CSP,GW,0,0,0.002,0.002,0.0019,0.0018,0.001774077,0.001674077,0.001574077,0.001474077,0.001374077
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Solar|PV,GW,0.006278539,0.073,16.17995575,32.91588428,38.84180334,38.73521528,44.57064348,46.69841767,45.88336943,47.98814042,53.8237727
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Wind,GW,0.854452055,0.779991999,8.669792843,27.58021253,47.02451354,73.69006222,102.3126962,123.9834486,143.6841561,166.021438,194.4553927
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Wind|Offshore,GW,0,0,0,0,0,3.220850113,4.02907198,4.146340092,2.029851831,2.182546567,3.991922743
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricity|Wind|Onshore,GW,0.854452055,0.779991999,8.669792843,27.58021253,47.02451354,70.4692121,98.28362425,119.8371085,141.6543043,163.8388915,190.4634699
TIAM_Grantham,D3_HP_PriceShock,AUS,Capacity|Electricty|Biomass|w/ CCS,GW,0,0,0,0.678303075,1.544008784,1.544008784,0.86570571,0,1.430841431,3.256997971,3.256997971
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS,MtCO2/yr,0,0,0,24.02983198,109.0052414,125.8338991,114.4329653,111.4465866,116.3486288,123.7287795,113.4661143
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS|Biomass,MtCO2/yr,0,0,0,10.65092737,87.56757531,100.6158774,92.93731525,90.25407921,100.1444556,111.4584858,110.5312989
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS|Biomass|Energy|Supply,MtCO2/yr,0,0,0,10.65092737,87.56757531,100.6158774,92.93731525,90.25407921,100.1444556,111.4584858,110.5312989
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity,MtCO2/yr,0,0,0,4.643550848,9.735553201,9.735553201,5.458598473,0,9.021990688,20.53659108,20.53659108
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Liquids,MtCO2/yr,0,0,0,5.679431547,77.64814761,90.88032418,87.47871678,90.25407921,91.12246491,90.92189475,89.99470786
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS|Fossil,MtCO2/yr,0,0,0,7.047051163,19.88490418,25.21802174,21.49565008,21.1925074,16.20417324,12.27029363,2.934815311
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,MtCO2/yr,0,0,0,7.04639458,19.8842476,25.21802174,21.49565008,21.1925074,16.20417324,12.27029363,2.934815311
TIAM_Grantham,D3_HP_PriceShock,AUS,Carbon Sequestration|Direct Air Capture,MtCO2/yr,0,0,0,6.660455007,1.737292975,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AUS,Emissions|CO2|Energy and Industrial Processes,MtCO2/yr,437.3564376,425.3044335,397.8343424,209.8323729,69.94412495,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
TIAM_Grantham,D3_HP_PriceShock,AUS,Final Energy,EJ/yr,3.52766811,3.566935208,3.52268638,3.783099874,4.180553329,4.250779895,4.560852782,4.901689414,5.13201193,5.363543808,5.543203199
